date,headline,source,summary
2024-02-05,TCS to Transform Europ Assistance''s IT Operating Model Using Artificial Intelligence and Machine Learning,BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2024-02-07,"The Exchange has received Disclosure under Regulation 31(1) and 31(2) of SEBI (Substantial Acquisition of Shares & Takeovers) Regulations, 2011 on February 07, 2024 for Tata Sons Pvt Ltd",BSE,"Disclosures under Reg. 31(1) and 31(2) of SEBI (SAST) Regulations, 2011."
2024-02-08,"TCS to Modernize Enento Group''s IT Infrastructure, Digital Workplace",BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2024-02-21,Co-op Expands Partnership with TCS with a Cloud-First Strategy to Support its Business Growth and Sustainability Roadmap,BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2024-02-23,"Pursuant to Regulation 39(3) of Listing Regulations, please find enclosed the intimation letter received from our Registrar and Share Transfer Agent - Link Intime India Private Limited, ....",BSE,Compliances-Reg. 39 (3) - Details of Loss of Certificate / Duplicate Certificate
2024-02-29,"Pursuant to Regulation 30 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015, we enclose herewith Schedule of Analyst/Institutional Investor Meeting with
Key Managerial ....",BSE,Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Intimation
2024-02-29,"Intimation for loss of share certificate as per Regulation 39(3) of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015",BSE,Compliances-Reg. 39 (3) - Details of Loss of Certificate / Duplicate Certificate
2024-03-05,"Pursuant to Regulation 30 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015, we wish to inform you of the change in Senior Management Personnel.",BSE,Announcement under Regulation 30 (LODR)-Change in Management
2024-03-07,TCS Named Global Top Employer for 2024,BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2024-03-14,Nuuday Signs Major Cloud Transformation Deal with TCS,BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2024-03-14,Intimation for loss of Share certificate as per Regulation 39(3).,BSE,Compliances-Reg. 39 (3) - Details of Loss of Certificate / Duplicate Certificate
2024-03-18,TCS Ranked #1 for Customer Satisfaction by European Companies for the 11 th Year,BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2024-03-19,Central Bank in US Selects TCS BaNCS to Modernize its Core Technology,BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2024-03-20,TCS'' Pace Port in London to help Foster Innovation-led Growth in the UK,BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2024-03-20,Intimation for loss of share certificate as per Regulation 39(3).,BSE,Compliances-Reg. 39 (3) - Details of Loss of Certificate / Duplicate Certificate
2024-03-21,TCS Signs 7-year deal to transform Global IT Infrastructure for Ramboll,BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2024-03-21,"The Exchange has received the disclosure under Regulation 29(2) of SEBI (Substantial Acquisition of Shares & Takeovers) Regulations, 2011 for Tata Sons Pvt Ltd",BSE,"Disclosures under Reg. 29(2) of SEBI (SAST) Regulations, 2011"
2024-03-22,23-yr-old Chilean student wins ''World''s Best Coder'' title at TCS CodeVita 2024,BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2024-03-22,Intimation for loss of share certificate as per Regulation 39(3),BSE,Compliances-Reg. 39 (3) - Details of Loss of Certificate / Duplicate Certificate
2024-03-29,AWS Recognizes TCS with New ''Generative AI Competency'' Partner Status,BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2024-03-29,"TATA CONSULTANCY SERVICES LTD.has informed BSE that the meeting of the Board of Directors of the Company is scheduled on 12/04/2024 ,inter alia, to consider and approve i. approve and take ....",BSE,"Board Meeting Intimation for Board Meeting Intimation For Approval Of Financial Results For The Year Ending March 31, 2024 And Recommendation Of A Final Dividend"
2024-03-29,"Pursuant to Regulation 30 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015, we enclose herewith Schedule of Analyst/Institutional Investor Meetings with Key Managerial ....",BSE,Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Intimation
2024-04-01,TCS Ranks #1 in Customer Satisfaction in Nordics for 15 th Year,BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2024-04-03,"Pursuant to Regulation 30 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015, we hereby inform you that the Company has received an order passed by the Joint Commissioner, ....",BSE,"Disclosure Under Regulation 30 Of The SEBI (Listing Obligations And Disclosure Requirements) Regulations, 2015"
2024-04-08,"Please find enclosed the certificate under Regulation 7(3) of Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 for the year ended ....",BSE,"Certificate Pursuant To Regulation 7(3) Of The Securities And Exchange Board Of India (Listing Obligations And Disclosure Requirements) Regulations, 2015"
2024-04-09,Intimation of loss of share certificate as per Regulation 39(3),BSE,Compliances-Reg. 39 (3) - Details of Loss of Certificate / Duplicate Certificate
2024-04-11,"Pursuant to Regulation 30 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015, we enclose herewith Schedule of Analyst/Institutional Investor Meetings with Key Managerial ....",BSE,Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Intimation
2024-04-11,Reminder Letter to Shareholders - Unclaimed Dividend (Final Dividend 2016-17),BSE,Announcement under Regulation 30 (LODR)-Newspaper Publication
2024-04-12,"Financial Results for the year ended March 31, 2024 and Recommendation of a Final Dividend",BSE,"Financial Results For The Year Ended March 31, 2024 And Recommendation Of A Final Dividend"
2024-04-12,Press Release,BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2024-04-12,"Pursuant to Regulation 39(3) of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015, please find enclosed the intimation letter received from our Registrars and Share ....",BSE,Compliances-Reg. 39 (3) - Details of Loss of Certificate / Duplicate Certificate
2024-04-12,"Audio and video recording of the press conference and audio recording of earnings conference call for the quarter and year ended March 31, 2024",BSE,"Audio And Video Recording Of The Press Conference And Audio Recording Of Earnings Conference Call For The Quarter And Year Ended March 31, 2024"
2024-04-14,"Tata Consultancy Services Limited has informed the exchange about copy of newspaper publication for Financial Results for year ended March 31, 2024",BSE,Announcement under Regulation 30 (LODR)-Newspaper Publication
2024-04-15,"TCS Announces New Delivery Center in Londrina, Brazil",BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2024-04-16,"please find enclosed a certificate dated April 15, 2024 obtained from Parikh and Associates, Practicing Company Secretaries for the financial year ended March 31, 2024, pursuant to Regulation ....",BSE,"Certificate Pursuant To Regulation 40 (9) Of The Securities And Exchange Board Of India (Listing Obligations And Disclosure Requirements) Regulations, 2015"
2024-04-17,"Transcript of the earnings conference call for the quarter and year ended March 31, 2024",BSE,Announcement under Regulation 30 (LODR)-Earnings Call Transcript
2024-04-18,"Pursuant to Regulation 30 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015, we hereby inform you that the Company has received an order passed by the Assistant ....",BSE,"Disclosure Under Regulation 30 Of The SEBI (Listing Obligations And Disclosure Requirements) Regulations, 2015"
2024-04-18,Intimation for loss of share certificates as per Regulation 39(3).,BSE,Compliances-Reg. 39 (3) - Details of Loss of Certificate / Duplicate Certificate
2024-04-19,"Pursuant to Regulation 30 of SEBI (Listing Obligations and Disclosure Requirements) Regulation 2015, we hereby inform you that the Company has received an order passed by the Deputy Commissioner ....",BSE,"Disclosure Under Regulation 30 Of The SEBI (Listing Obligations And Disclosure Requirements) Regulations, 2015"
2024-04-22,"Pursuant to Regulation 39(3) of Listing Regulations, please find enclosed the intimation letter received from our Registrars and Share Transfer Agent - Link Intime India Private Limited, ....",BSE,Compliances-Reg. 39 (3) - Details of Loss of Certificate / Duplicate Certificate
2024-04-22,"Pursuant to Regulation 30 read with schedule III Part A Para A and Regulation 47 of SEBI Listing Regulations, we hereby enclose copies of newspaper advertisement published in Business Standard ....",BSE,Announcement under Regulation 30 (LODR)-Newspaper Publication
2024-04-24,"TCS and AWS Sign Strategic Agreement to Accelerate Cloud Transformations, Offer Access to GenAI Solutions to Customers",BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2024-04-25,"Pursuant to Regulation 39(3) of Listing Regulations, please find enclosed the intimation letter received from our Registrars and Share Transfer Agent - Link Intime India Private Limited, ....",BSE,Compliances-Reg. 39 (3) - Details of Loss of Certificate / Duplicate Certificate
2024-04-30,"Pursuant to Regulation 30 of SEBI (Listing Obligations and Disclosure Requirements) Regulation 2015, we hereby inform you that the Company has received an order passed by the Deputy Commissioner, ....",BSE,"Disclosure Under Regulation 30 Of The SEBI (Listing Obligations And Disclosure Requirements) Regulations, 2015"
2024-05-01,"Pursuant to Regulation 30 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015, we enclose herewith Schedule of Analyst/Institutional Investor Meetings with Key Managerial ....",BSE,Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Intimation
2024-05-02,"Pursuant to Regulation 30 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015, we hereby inform you that the Company has received two orders passed by the Assistant ....",BSE,"Disclosure Under Regulation 30 Of The SEBI (Listing Obligations And Disclosure Requirements) Regulations, 2015"
2024-05-06,"Pursuant to Regulation 30 read with Schedule III Part A Para A and Regulation 47 of SEBI Listing Regulations, we enclose the copies of Newspaper Advertisement published in Economic Times ....",BSE,Announcement under Regulation 30 (LODR)-Newspaper Publication
2024-05-06,Intimation of Record Date for payment of Final Dividend on Equity Shares for the Financial Year 2023-24,BSE,Intimation Of Record Date For Payment Of Final Dividend On Equity Shares For The Financial Year 2023-24
2024-05-06,Intimation of payment date for Final Dividend on Equity Shares for the Financial Year 2023-24,BSE,Announcement under Regulation 30 (LODR)-Date of payment of Dividend
2024-05-08,"Intimation for loss of share certificates as per Regulation 39(3) of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015",BSE,Compliances-Reg. 39 (3) - Details of Loss of Certificate / Duplicate Certificate
2024-05-09,"The Twenty-Nineth Annual General Meeting (""AGM"") of the Company will be held on Friday, May 31, 2024, at 3:00 P.M. IST through video conferencing/ Other Audio Visual Means. Pursuant to ....",BSE,"The Twenty-Nineth Annual General Meeting ('AGM') Of The Company Will Be Held On Friday, May 31, 2024, At 3.00 P.M. IST Through Video Conferencing / Other Audio Visual Means."
2024-05-09,"Pursuant to Regulation 39 (3) of Listing Regulations, please find enclosed the intimation letter received from our Registrar and Share Transfer Agent - Link Intime India Private Limited, ....",BSE,Compliances-Reg. 39 (3) - Details of Loss of Certificate / Duplicate Certificate
2024-05-09,"Pursuant to Regulation 30 read with Schedule III Part A Para A and Regulation 47 of SEBI Listing Regulations, we enclose copies of newspaper advertisement published in The Economic Times ....",BSE,Announcement under Regulation 30 (LODR)-Newspaper Publication
2024-05-09,Business Responsibility and Sustainability Report for the financial year 2023-24.,BSE,Business Responsibility and Sustainability Reporting (BRSR)
2024-05-09,"Annual General Meeting Notice, Integrated Annual Report 2023-24.",BSE,Reg. 34 (1) Annual Report.
2024-05-10,"Pursuant to Regulation 39(3) of Listing Regulations, please find enclosed the intimation letter received from our Registrar and Share Transfer Agent - Link Intime India Private Limited, ....",BSE,Compliances-Reg. 39 (3) - Details of Loss of Certificate / Duplicate Certificate
2024-05-13,TCS To Set Up First-of-its Kind Human-Centric AI Center of Excellence in France,BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2024-05-14,"Pursuant to Regulation 30 read with Schedule III Part A and Regulation 47 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015 we enclose the following documents ....",BSE,Announcement under Regulation 30 (LODR)-Newspaper Publication
2024-05-15,"86% of Executives have already deployed Artificial Intelligence to enhance revenue, reveals TCS Global AI Study",BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2024-05-19,"Pursuant to Regulation 30 of SEBI (Listing Obligations and Disclosure Requirements) Regulations 2015, we hereby inform you that the term of office of Mr. N. Ganapathy Subramaniam (DIN: ....",BSE,Announcement under Regulation 30 (LODR)-Retirement
2024-05-19,"Pursuant to the requirement under the Regulation 30(5) of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015, the following Key Managerial Personnel (KMP''s) of ....",BSE,"Disclosure Under Regulation 30(5) Of SEBI (Listing Obligations And Disclosure Requirements) Regulations, 2015"
2024-05-22,Burgan Bank Selects TCS BaNCS to Transform its Core Banking,BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2024-05-22,"Pursuant to Regulation 39(3) of Listing Regulations, please find enclosed the intimation letter received from our Registrar and Share Transfer Agent - Link Intime India Private Limited, ....",BSE,Compliances-Reg. 39 (3) - Details of Loss of Certificate / Duplicate Certificate
2024-05-23,"Pursuant to Regulation 30 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015, we enclose herewith Schedule of Analyst/Institutional Investor Meeting with Key Managerial ....",BSE,Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Intimation
2024-05-24,"Pursuant to Regulation 24A of Listing Regulations read with SEBI Master Circular No. SEBI/HO/CFD/PoD2/CIR/P2023/120 dated July 11, 2023, and relevant circulars issued by the Stock Exchanges ....",BSE,Compliances-Reg.24(A)-Annual Secretarial Compliance
2024-05-27,"Pursuant to Regulation 30 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015, we enclose herewith Schedule of Analyst/Institutional Investor Meetings with Key Managerial ....",BSE,Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Intimation
2024-05-28,TCS & IIT - Bombay to Build India''s First Quantum Diamond Microchip Imager,BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2024-05-28,"Pursuant to Regulation 39(3) of Listing Regulations, please find enclosed the intimation letter received from our Registrar and Share Transfer Agent - Link Intime India Private Limited ....",BSE,Compliances-Reg. 39 (3) - Details of Loss of Certificate / Duplicate Certificate
2024-06-01,"Tata Consultancy Services Limited has informed the Exchange regarding the proceedings of Annual General Meeting held on May 31, 2024.",BSE,Shareholder Meeting / Postal Ballot-Outcome of AGM
2024-06-03,"Tata Consultancy Services Limited has submitted to the Exchange a copy of its Scrutinizer''s Report along with voting results of the twenty nineth Annual General Meeting held on Friday, May 31, 2024.",BSE,Shareholder Meeting / Postal Ballot-Scrutinizer''s Report
2024-06-05,"Pursuant to Regulation 30 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015, we enclose herewith Schedule of Analyst/Institutional Investor Meeting with Key Managerial ....",BSE,Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Intimation
2024-06-07,"TCS Launches WisdomNext TM, an industry-first GenAI Aggregation Platform",BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2024-06-11,TCS Launches New IoT Engineering Lab in Ohio to Accelerate Innovation for Clients,BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2024-06-14,"Disclosure under Regulation 30 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015",BSE,Announcement under Regulation 30 (LODR)-Award_of_Order_Receipt_of_Order
2024-06-21,Xerox Signs Deal with TCS to Transform its IT Technology Using Cloud and GenAI,BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2024-06-25,"Pursuant to Regulation 39(3) of Listing Regulations, please find enclosed the intimation letter received from our Registrar and Share Transfer Agent - Link Intime India Private Limited, ....",BSE,Compliances-Reg. 39 (3) - Details of Loss of Certificate / Duplicate Certificate
2024-06-27,"Pursuant to Regulation 30 of SEBI (Listing Obligations and Disclosure Requirements) Regulations 2015, we hereby inform you that the second consecutive term of office of Mr. Om Prakash Bhatt ....",BSE,Announcement under Regulation 30 (LODR)-Change in Directorate
2024-06-28,"Pursuant to Regulation 30 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015, we enclose herewith Schedule of Analyst/Institutional Investor Meeting with Key Managerial ....",BSE,Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Intimation
2024-06-28,"TATA CONSULTANCY SERVICES LTD.has informed BSE that the meeting of the Board of Directors of the Company is scheduled on 11/07/2024 ,inter alia, to consider and approve audited condensed ....",BSE,Board Meeting Intimation for Board Meeting Intimation For Approval Of Financial Results And Consideration Of Declaration Of First Interim Dividend
2024-06-28,"The Interim Dividend , if declared shall be paid to the equity shareholders of the Company whose name appears on the Register of Members of the Company or in the records of Depositories ....",BSE,Corporate Action-Board to consider Dividend
2024-06-29,"Newspaper advertisement - Disclosure under Regulation 30 and Regulation 47 of SEBI Listing Regulations, 2015.",BSE,Announcement under Regulation 30 (LODR)-Newspaper Publication
2024-07-02,"TCS Signs Title Partnership with Sydney Marathon, Australia''s Largest and Most Iconic Race",BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2024-07-02,"Pursuant to Regulation 39(3) of Listing Regulations, Please find enclosed the intimation letter received from our Registrars and Share Transfer Agent - Link Intime India Private Limited, ....",BSE,Compliances-Reg. 39 (3) - Details of Loss of Certificate / Duplicate Certificate
2024-07-11,"Interim Dividend shall be paid on Monday, August 5, 2024",BSE,Announcement under Regulation 30 (LODR)-Date of payment of Dividend
2024-07-11,"Financial Results for the quarter ended June 30, 2024, and declaration of Interim Dividend",BSE,"Financial Results For The Quarter Ended June 30, 2024, And Declaration Of Interim Dividend"
2024-07-11,Change in Company Secretary and Compliance Officer,BSE,Announcement under Regulation 30 (LODR)-Change in Management
2024-07-11,TCS Starts FY2025 on a Strong Note with Broad-Based Growth,BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2024-07-11,"Audio and video recording of the press conference and audio recording of earnings conference call for the quarter ended June 30, 2024",BSE,"Audio And Video Recording Of The Press Conference And Audio Recording Of Earnings Conference Call For The Quarter Ended June 30, 2024"
2024-07-11,Approval of Interim Dividend,BSE,Corporate Action-Board approves Dividend
2024-07-12,"Pursuant to Regulation 30 read with Schedule III Part A Para A and Regulation 47 of SEBI Listing Regulations, we here by enclose copies of Newspaper Advertisement published in Business ....",BSE,Announcement under Regulation 30 (LODR)-Newspaper Publication
2024-07-13,"Tata Consultancy Services Limited has informed the exchange about copy of newspaper publication for Financial Results for the quarter ended June 30, 2024",BSE,Announcement under Regulation 30 (LODR)-Newspaper Publication
2024-07-16,"Transcript of the earnings conference call for the quarter ended June 30, 2024.",BSE,Announcement under Regulation 30 (LODR)-Earnings Call Transcript
2024-07-17,"Pursuant to Regulation 30 read with Schedule III Part A Para A of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015, we enclose ....",BSE,"Intimation To Shareholders Holding Shares In Physical Mode Regarding Mandatory Furnishing Of PAN, KYC, Nomination And Bank Details As Per SEBI Circular Dated 16Th March, 2023"
2024-07-22,Rolls-Royce and TCS Collaborate on Hydrogen Research Programme,BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2024-07-30,"Follett Higher Education Selects TCS to Build a Future-Ready, Cloud-Based IT Infrastructure",BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2024-07-31,"Pursuant to Regulation 30 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015, we hereby inform you that the Company has received following:

a. Order passed by ....",BSE,"Disclosure Under Regulation 30 Of The SEBI (Listing Obligations And Disclosure Requirements) Regulations, 2015"
2024-08-01,"Pursuant to Regulation 30 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015, we enclose herewith Schedule of Analyst/Institutional Investor Meetings with Key Managerial ....",BSE,Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Intimation
2024-08-09,"Pursuant to Regulation 30 of Listing Regulations, please find enclosed the intimation letter received from our Registrar and Share Transfer Agent - Link Intime India Private Limited, providing ....",BSE,Compliances-Reg. 39 (3) - Details of Loss of Certificate / Duplicate Certificate
2024-08-09,"Pursuant to Regulation 30 of SEBI (LODR) Regulations, 2015. We hereby inform you that the Company has received an order passed by the Joint Commissioners, State Tax, Uttar Pradesh, details ....",BSE,"Disclosure Under Regulation 30 Of The SEBI (Listing Obligations And Disclosure Requirements) Regulations, 2015"
2024-08-10,Reminder Letter to shareholders - Unclaimed dividend (Second Interim Dividend 2017-18),BSE,Announcement Under Regulation 30 (LODR)-Newspaper Publication
2024-08-10,"This is in furtherance to our letter no. TCS/SE/96/2024-25 dated August 1, 2024. We enclose herewith the presentation made to the investors in the ''Analyst Meet 2024'' held on Friday, August 1, 2024.",BSE,Announcement under Regulation 30 (LODR)-Investor Presentation
2024-08-12,TCS OmniStore TM Enables 100% In-Store Mobile Checkout for Leading Electronics Retailer Croma,BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2024-08-19,Intimation for loss of share certificates as per Regulation 39(3),BSE,Compliances-Reg. 39 (3) - Details of Loss of Certificate / Duplicate Certificate
2024-08-20,"TCS Pace Studio Launches in Stockholm, Expands Innovation in the Nordic Region",BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2024-08-22,"Disclosure under Regulation 30 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015",BSE,"Disclosure Under Regulation 30 Of The SEBI (Listing Obligations And Disclosure Requirements) Regulations, 2015"
2024-08-22,Intimation for loss of share certificate as per Regulation 39(3),BSE,Compliances-Reg. 39 (3) - Details of Loss of Certificate / Duplicate Certificate
2024-08-26,"Pursuant to Regulation 30 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015, we hereby inform you that the Company has received an order passed by the Additional ....",BSE,"Disclosure Under Regulation 30 Of The SEBI (Listing Obligations And Disclosure Requirements) Regulations, 2015"
2024-08-27,TCS Pace Studio Launches in Philippines to Accelerate Digital Innovation for Clients Across the Asia Pacific Region,BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2024-08-28,"Disclosure under Regulation 30 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015",BSE,"Disclosure Under Regulation 30 Of The SEBI (Listing Obligations And Disclosure Requirements) Regulations, 2015"
2024-08-29,TCS to Fashion New Partner Landscape for Primark to Transform and Grow its Operations,BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2024-08-30,"Intimation for loss of share certificates as per Regulation 39(3) of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015",BSE,Compliances-Reg. 39 (3) - Details of Loss of Certificate / Duplicate Certificate
2024-08-30,"Disclosure under Regulation 30 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015",BSE,"Disclosure Under Regulation 30 Of The SEBI (Listing Obligations And Disclosure Requirements) Regulations, 2015"
2024-09-02,"Disclosure under Regulation 30 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015",BSE,"Disclosure Under Regulation 30 Of The SEBI (Listing Obligations And Disclosure Requirements) Regulations, 2015"
2024-09-02,"Pursuant to Regulation 30 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015, we enclose herewith Schedule of Analyst/Institutional Investor Meeting with Key Managerial ....",BSE,Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Intimation
2024-09-03,TCS Partners with Google Cloud to Launch AI-Powered Cybersecurity Solutions to Deal with Advanced Threats,BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2024-09-10,TCS Signs Strategic Deal to Digitally Transform Mansfield Building Society''s Services in the UK,BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2024-09-12,"Disclosure under Regulation 30 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015",BSE,"Disclosure Under Regulation 30 Of The SEBI (Listing Obligations And Disclosure Requirements) Regulations, 2015"
2024-09-16,"Disclosure under Regulation 30 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015",BSE,"Disclosure Under Regulation 30 Of The SEBI (Listing Obligations And Disclosure Requirements) Regulations, 2015"
2024-09-18,TCS Signs Deal with McDonald''s Philippines to Modernize IT Landscape for its 760+ Restaurants,BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2024-09-19,TCS Ranks #1 in Kantar BrandZ''s List of India''s Most Valuable Brands 2024 With 16% YoY Growth in Brand Value,BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
